Core-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCX-3,,,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),Branch Misprediction Ratio,IC (32B) Fetch Miss Ratio,Op Cache (64B) Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),DC Fills From Same CCX (pti),DC Fills From different CCX in same node (pti),DC Fills From Local Memory (pti),DC Fills From Remote CCX Cache (pti),DC Fills From Remote Memory (pti),All DC Fills (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency,
0.50,1462.69,0.34,2.95,0.05,0.22,0.52,223.98,48.70,577.57,4.16,1.81,0.02,1.22,0.07,7.28,47.34,42.09,7.64,3.39,41.12,31.95,6.28,2.88,20.71,18.53,1.24,0.50,4531.00,350.00,7.72,350.65,
0.48,1457.09,0.36,2.76,0.05,0.19,0.57,276.56,53.17,591.05,4.56,1.74,0.00,1.12,0.09,7.52,47.95,43.13,7.76,3.37,41.18,31.68,6.54,2.96,20.00,17.71,1.35,0.41,4240.00,348.00,8.21,334.77,
0.49,1499.57,0.36,2.78,0.05,0.22,0.55,249.66,54.45,595.62,4.54,1.95,0.00,1.26,0.11,7.87,45.31,43.17,7.67,2.88,41.87,32.77,6.60,2.50,20.85,17.81,1.31,0.39,4304.00,356.00,8.27,318.86,
0.51,1484.86,0.33,2.99,0.05,0.20,0.54,255.07,51.06,598.00,4.71,1.83,0.00,1.12,0.05,7.71,47.21,41.39,7.47,3.06,52.37,28.09,21.63,2.65,55.80,43.55,10.87,0.41,4310.00,340.00,7.89,363.72,
0.43,1496.68,0.41,2.45,0.03,0.22,0.52,236.66,53.07,592.16,4.16,1.79,0.02,1.08,0.07,7.12,46.62,42.60,7.86,3.06,56.88,31.80,22.36,2.71,40.97,34.72,8.87,0.35,16688.00,1678.00,10.06,603.39,
0.53,1489.18,0.33,3.05,0.05,0.21,0.54,252.83,52.89,595.78,21.89,3.18,0.04,3.81,0.33,29.25,49.36,40.87,7.45,5.72,29.73,12.75,11.82,5.16,50.84,39.22,6.72,0.56,4270.00,358.00,8.38,292.93,
0.47,1470.29,0.38,2.65,0.06,0.25,0.41,252.71,62.78,622.16,4.70,1.81,0.00,0.85,0.02,7.38,46.84,41.82,7.85,3.45,40.84,31.47,6.42,2.95,21.58,18.35,1.54,0.50,6255.00,471.00,7.53,369.20,
0.46,1482.10,0.38,2.65,0.05,0.22,0.54,243.45,52.60,587.86,4.61,1.86,0.00,0.99,0.11,7.57,45.76,39.63,7.60,3.12,45.43,35.66,7.15,2.61,26.55,23.87,1.31,0.50,8506.00,855.00,10.05,436.08,
1.41,1492.88,0.33,3.07,0.06,0.22,0.53,238.99,52.76,592.40,4.63,1.85,0.00,1.32,0.16,7.96,37.71,24.90,6.84,4.95,40.52,31.21,6.23,3.08,22.19,17.02,1.44,1.87,7921.00,893.00,11.27,644.54,
0.45,1474.34,0.38,2.60,0.05,0.23,0.55,246.46,55.75,593.34,4.33,1.83,0.02,1.09,0.12,7.38,47.50,42.06,7.90,3.84,41.37,31.73,6.48,3.16,20.44,15.12,1.37,0.68,17889.00,1243.00,6.95,399.71,
0.49,1474.51,0.35,2.83,0.05,0.26,0.41,242.42,63.46,676.83,4.58,1.46,0.00,0.97,0.13,7.14,45.64,38.96,7.95,3.38,41.01,31.81,6.53,2.68,20.26,17.06,1.37,0.70,4229.00,347.00,8.21,413.65,
0.46,1466.31,0.37,2.69,0.05,0.20,0.57,303.96,59.59,590.40,9.54,1.63,0.08,0.42,0.07,11.74,56.50,49.68,9.02,3.45,40.89,31.60,6.53,2.77,21.00,18.15,1.31,0.68,4289.00,349.00,8.14,328.27,
0.48,1476.68,0.36,2.81,0.05,0.19,0.57,270.77,51.28,595.12,4.85,2.03,0.00,1.10,0.12,8.09,42.45,40.46,7.54,3.09,40.70,31.68,6.32,2.69,19.71,16.54,1.30,0.39,4280.00,353.00,8.25,349.52,
0.49,1482.02,0.35,2.83,0.05,0.20,0.54,258.52,51.37,585.13,4.68,1.88,0.00,1.02,0.12,7.69,102.39,56.65,20.06,25.30,36.24,7.48,11.03,17.73,49.17,32.11,7.38,7.57,4242.00,357.00,8.42,354.98,
0.50,1472.58,0.34,2.96,0.05,0.19,0.57,255.58,49.14,585.31,4.26,1.84,0.02,0.99,0.05,7.17,58.53,68.28,11.09,5.66,43.01,31.57,6.34,5.10,21.01,18.47,1.41,0.57,17929.00,1313.00,7.32,413.23,
0.48,1469.13,0.35,2.87,0.05,0.20,0.56,253.90,50.14,588.38,4.13,1.85,0.02,1.02,0.07,7.09,98.87,56.61,14.67,18.40,29.58,7.35,10.22,12.01,33.88,20.68,6.41,6.39,5148.00,351.00,6.82,339.65,
0.62,1490.57,0.27,3.66,0.05,0.24,0.54,261.12,61.83,613.06,2.49,1.85,0.00,1.06,0.02,5.42,75.61,34.41,13.31,16.92,37.01,11.92,13.86,11.23,36.87,23.43,7.88,5.69,13492.00,2447.00,18.14,918.84,
0.53,1470.14,0.32,3.17,0.05,0.21,0.56,255.08,52.99,590.59,4.30,1.83,0.02,1.18,0.07,7.40,45.89,41.44,7.62,3.34,36.02,27.24,5.95,2.83,37.64,35.32,2.01,0.51,4355.00,360.00,8.27,338.21,
0.49,1468.16,0.35,2.86,0.05,0.20,0.53,260.35,51.39,586.93,4.49,1.85,0.16,1.11,0.09,7.71,46.29,42.05,7.72,3.26,40.81,31.71,6.46,2.64,21.57,17.57,1.53,0.63,4200.00,474.00,11.29,311.06,
0.47,1468.70,0.36,2.78,0.05,0.21,0.56,264.23,55.00,586.72,4.77,2.01,0.00,1.16,0.12,8.06,49.87,45.80,9.16,3.39,40.12,31.07,6.41,2.64,21.22,18.20,1.41,0.75,7606.00,1305.00,17.16,295.35,
0.44,1691.83,0.31,3.24,0.05,0.19,0.54,253.67,47.92,606.21,4.28,1.97,0.00,1.02,0.07,7.34,80.60,47.18,17.14,16.08,45.02,29.43,6.13,9.47,26.76,17.24,1.32,6.61,403401.00,212995.00,52.80,523.39,
0.34,2929.42,0.24,4.14,0.05,0.19,0.56,277.41,53.82,594.57,4.08,1.90,0.00,1.18,0.05,7.20,48.81,42.55,7.63,3.30,40.90,31.65,6.36,2.89,18.92,16.83,1.45,0.41,634251.00,250902.00,39.56,545.93,
0.55,1299.89,0.35,2.82,0.05,0.35,0.56,194.04,68.12,675.11,4.54,1.85,0.00,1.23,0.05,7.66,26.59,16.70,7.48,3.22,40.95,31.81,6.55,2.60,20.30,17.99,1.41,0.63,5972.00,1647.00,27.58,476.50,
0.51,1483.08,0.33,3.07,0.10,0.21,0.46,171.75,36.41,556.15,11.79,2.34,0.05,2.87,0.13,17.17,43.17,40.38,7.70,3.20,37.74,28.72,6.23,2.79,21.26,17.89,1.32,0.41,6161.00,896.00,14.54,756.11,
0.48,1480.29,0.36,2.80,0.05,0.19,0.57,276.29,53.14,597.52,4.75,1.99,0.00,1.25,0.09,8.08,47.83,39.88,8.12,3.85,41.16,31.63,6.37,3.16,19.92,17.16,1.46,0.68,4508.00,1006.00,22.32,446.24,
0.48,1483.48,0.35,2.83,0.05,0.19,0.57,275.18,51.80,592.56,4.21,1.83,0.02,1.02,0.12,7.20,46.82,41.70,7.71,3.36,41.38,31.83,6.76,2.79,19.73,17.66,1.48,0.57,4288.00,366.00,8.54,350.13,
0.49,1472.23,0.35,2.90,0.05,0.19,0.57,277.36,53.59,597.25,4.19,1.83,0.02,1.30,0.07,7.41,46.28,41.87,7.50,3.11,40.88,31.69,6.57,2.62,20.58,18.12,1.34,0.49,7344.00,539.00,7.34,364.49,
1.11,1503.15,0.35,2.85,0.06,0.22,0.52,233.58,52.16,589.38,4.77,1.94,0.00,1.30,0.07,8.08,41.63,39.78,7.62,3.07,40.82,31.55,6.74,2.54,19.99,17.73,1.30,0.53,6197.00,985.00,15.89,617.12,
0.55,1490.02,0.30,3.34,0.05,0.20,0.54,261.35,52.47,597.36,4.65,1.87,0.00,1.11,0.09,7.73,48.97,42.39,8.13,3.51,12.98,4.79,5.30,2.89,16.85,13.98,2.25,0.62,4285.00,362.00,8.45,359.24,
0.49,1474.42,0.35,2.87,0.05,0.20,0.55,268.81,52.74,594.02,12.43,2.57,0.51,2.72,0.11,18.34,46.18,41.37,7.65,2.94,41.98,32.83,6.56,2.60,19.55,14.89,1.45,0.35,10842.00,1132.00,10.44,408.42,
0.78,1492.82,0.35,2.83,0.08,0.20,0.57,257.92,50.47,585.05,4.60,1.95,0.00,1.17,0.11,7.83,47.94,43.19,7.56,3.36,41.09,32.06,6.15,2.88,20.92,17.36,1.40,0.48,6404.00,438.00,6.84,436.65,
0.53,1495.18,0.32,3.11,0.05,0.19,0.58,274.12,52.04,586.86,4.70,2.01,0.00,1.14,0.07,7.91,46.39,41.92,7.53,3.00,42.04,32.80,6.62,2.62,21.23,18.00,1.35,0.39,4304.00,377.00,8.76,365.52,
2.11,1462.93,0.18,5.50,0.03,0.21,0.57,259.95,53.62,597.25,4.70,1.95,0.00,1.33,0.09,8.07,95.89,63.10,18.74,17.03,62.72,38.80,13.68,10.24,53.79,37.02,5.56,6.78,9315.00,964.00,10.35,376.98,
0.82,1565.16,0.54,1.84,0.05,0.22,0.53,238.38,52.93,589.08,4.61,1.84,0.00,1.19,0.07,7.71,45.14,41.25,7.45,3.15,54.16,37.77,13.68,2.71,49.87,40.33,5.50,0.44,4575.00,872.00,19.06,408.03,
0.46,1475.19,0.37,2.69,0.05,0.25,0.53,249.48,63.21,587.20,4.63,1.95,0.00,1.15,0.07,7.80,47.71,42.76,7.49,3.35,38.35,29.29,6.19,2.86,20.97,19.34,1.24,0.48,4266.00,357.00,8.37,283.64,
0.47,1474.63,0.37,2.71,0.05,0.21,0.54,244.24,52.42,586.86,4.55,1.83,0.00,1.05,0.09,7.52,49.20,43.88,7.70,3.37,38.75,29.52,6.29,2.94,21.09,17.62,1.26,0.43,4310.00,349.00,8.10,302.23,
0.47,1498.37,0.37,2.69,0.05,0.22,0.53,233.37,50.30,586.89,4.38,1.86,0.00,1.10,0.07,7.41,119.50,59.23,30.35,33.26,56.37,32.48,6.40,17.50,36.85,18.67,1.28,15.77,4209.00,418.00,9.93,332.24,
0.47,1477.95,0.37,2.69,0.05,0.22,0.55,248.84,55.69,594.50,4.66,1.90,0.02,1.17,0.05,7.80,47.73,43.07,7.82,3.27,41.33,32.08,6.47,2.79,21.44,18.57,1.47,0.48,4334.00,368.00,8.49,342.99,
0.51,1406.84,0.36,2.81,0.05,0.18,0.58,275.59,48.68,581.23,4.17,1.84,0.02,1.08,0.09,7.20,46.74,41.62,7.63,3.45,40.97,32.06,6.08,2.83,21.38,18.60,1.40,0.62,4238.00,355.00,8.38,379.36,
0.50,1480.70,0.34,2.96,0.05,0.22,0.54,248.43,53.93,592.01,4.96,1.98,0.00,1.21,0.07,8.23,47.20,42.96,7.74,3.19,39.99,30.99,6.24,2.77,20.47,18.30,1.49,0.43,8210.00,1404.00,17.10,495.56,
0.48,1472.42,0.35,2.83,0.05,0.22,0.53,246.25,53.25,584.61,4.63,1.88,0.02,1.12,0.09,7.75,42.52,37.12,7.16,3.15,40.87,31.71,6.35,2.81,20.30,18.16,1.28,0.35,4230.00,353.00,8.35,329.29,
0.51,1491.54,0.34,2.92,0.05,0.19,0.58,275.07,52.18,591.04,2.55,1.88,0.00,0.99,0.02,5.44,47.91,42.71,7.93,3.75,38.02,28.60,6.42,3.00,20.76,18.05,1.38,0.75,4310.00,361.00,8.38,338.94,
0.49,1484.08,0.35,2.83,0.05,0.22,0.52,235.88,52.84,593.60,4.61,1.83,0.00,1.16,0.07,7.67,47.48,44.75,7.47,3.41,41.00,31.65,6.31,3.04,21.03,18.74,1.26,0.37,4766.00,367.00,7.70,337.22,
0.49,1473.87,0.35,2.86,0.05,0.22,0.55,246.00,53.84,591.87,4.52,1.86,0.00,1.06,0.09,7.52,46.34,41.74,7.41,3.06,38.82,29.96,6.19,2.67,22.29,19.15,1.42,0.39,4516.00,359.00,7.95,367.08,
9.99,1492.73,0.88,1.14,0.03,0.29,0.34,125.63,36.40,651.63,13.86,2.41,0.10,3.62,0.11,20.10,55.34,47.36,8.16,3.20,38.68,29.95,6.29,2.44,21.41,18.94,1.36,0.75,62540.00,28497.00,45.57,346.75,
0.34,2954.36,0.26,3.87,0.05,0.19,0.57,278.31,51.94,584.23,4.32,1.80,0.02,1.26,0.05,7.44,42.87,42.54,7.49,3.04,41.52,32.32,6.55,2.65,19.83,17.11,1.33,0.39,349072.00,280451.00,80.34,566.59,
0.45,1483.20,0.39,2.55,0.05,0.24,0.43,282.04,68.34,665.39,17.28,2.82,0.08,1.91,0.07,22.16,41.62,40.58,7.39,2.86,41.12,32.07,6.51,2.53,20.41,19.35,1.37,0.33,4242.00,338.00,7.97,341.18,
0.44,1467.19,0.38,2.60,0.05,0.22,0.53,240.41,52.12,587.58,4.72,1.97,0.00,1.17,0.09,7.96,17.28,9.65,6.37,1.57,39.44,31.62,6.81,1.01,19.69,18.28,1.28,0.56,6881.00,1043.00,15.16,500.26,
0.48,1482.69,0.36,2.75,0.05,0.19,0.56,259.76,49.19,583.05,4.34,1.84,0.00,1.10,0.05,7.32,44.98,38.48,7.41,3.54,40.91,31.64,6.33,2.94,19.72,16.78,1.38,0.60,4448.00,366.00,8.23,425.31,
0.84,1488.88,0.48,2.09,0.06,0.26,0.35,143.85,36.77,771.66,4.11,1.86,0.02,1.19,0.09,7.27,43.58,42.88,7.90,3.17,38.07,28.90,6.40,2.77,20.56,18.91,1.49,0.41,6388.00,967.00,15.14,401.34,
0.50,1482.94,0.34,2.98,0.05,0.22,0.54,245.93,53.72,590.99,4.56,1.84,0.00,1.08,0.11,7.59,67.08,37.89,12.61,13.62,26.05,9.89,9.57,6.59,48.26,33.43,6.29,7.02,4211.00,332.00,7.88,423.65,
1.22,1519.42,0.77,1.30,0.02,0.29,0.38,114.33,32.72,534.45,8.47,2.09,0.09,3.47,0.24,14.36,66.09,34.11,16.39,15.45,34.57,12.63,14.62,7.31,44.90,29.12,7.46,8.14,7264.00,1581.00,21.76,285.21,
1.44,1494.28,0.58,1.73,0.02,0.29,0.29,140.13,41.25,570.17,18.70,1.90,0.06,2.38,0.13,23.18,65.28,40.65,13.59,11.32,31.38,13.45,12.52,5.42,39.31,25.46,7.10,5.90,6949.00,1954.00,28.12,481.23,
1.87,1509.66,0.54,1.86,0.02,0.29,0.25,81.84,23.96,529.49,10.29,2.25,0.06,2.46,0.08,15.15,75.81,28.52,22.50,24.73,38.09,11.93,14.25,11.91,54.60,31.60,10.09,12.83,8848.00,2208.00,24.95,424.97,
1.68,1500.11,0.56,1.78,0.01,0.30,0.29,89.51,26.76,512.72,18.54,1.97,0.06,2.49,0.11,23.17,43.29,14.98,14.77,13.54,19.83,5.08,8.62,6.13,41.04,27.43,6.09,7.42,7757.00,1985.00,25.59,414.22,
1.32,1498.16,0.70,1.43,0.02,0.31,0.34,108.79,33.20,495.55,19.12,2.10,0.07,2.48,0.16,23.92,68.97,29.25,21.94,17.74,34.66,11.32,15.40,7.94,48.03,28.75,9.36,9.80,11049.00,2086.00,18.88,438.71,
3.47,1498.71,0.33,3.04,0.01,0.30,0.27,81.56,24.34,509.28,18.52,1.65,0.02,2.15,0.11,22.45,74.62,33.35,23.64,19.82,29.16,8.08,12.74,8.34,47.93,28.93,7.54,11.48,8339.00,1985.00,23.80,393.82,
1.45,1496.30,0.70,1.42,0.01,0.30,0.28,82.55,24.98,505.19,19.73,1.99,0.05,2.76,0.14,24.67,78.04,26.18,25.46,26.26,38.22,11.43,14.78,12.01,49.86,26.17,9.21,14.25,8337.00,1526.00,18.30,430.86,
3.44,1472.14,0.37,2.72,0.01,0.30,0.30,94.53,28.48,504.48,11.30,1.66,0.03,1.53,0.09,14.62,73.75,33.25,21.98,18.48,26.42,7.84,10.78,7.80,38.84,21.96,6.49,10.68,9070.00,2229.00,24.58,429.41,
1.49,1479.30,0.58,1.71,0.02,0.28,0.24,82.07,23.29,495.38,16.57,2.30,0.06,2.47,0.17,21.58,22.17,1.64,14.04,6.50,12.49,0.22,7.86,4.41,6.09,0.03,3.97,2.09,10391.00,2249.00,21.64,467.66,
100.00,3712.51,0.54,1.87,0.00,0.36,0.00,0.68,0.24,400.70,8.10,2.78,1.18,0.06,0.03,12.15,16.36,0.16,12.51,3.69,9.09,0.13,6.94,2.01,5.70,0.00,4.00,1.68,309097.00,156077.00,50.49,608.83,
100.02,3723.40,0.74,1.35,0.00,0.37,0.00,0.49,0.18,399.81,9.10,3.05,0.39,0.18,0.03,12.75,19.89,0.60,14.27,5.05,13.70,0.30,10.36,3.05,5.38,0.10,3.28,1.99,470128.00,214629.00,45.65,486.94,
100.00,3724.38,0.53,1.88,0.00,0.18,0.01,1.26,0.23,325.60,12.79,0.76,0.75,0.05,0.01,14.36,4.94,0.27,4.03,0.04,3.14,0.00,3.10,0.04,1.31,0.71,0.50,0.00,416344.00,182487.00,43.83,684.43,
0.34,2403.91,0.32,3.17,0.02,0.01,0.34,79.15,0.76,552.42,0.69,1.81,0.00,1.01,0.02,3.53,5.51,0.35,4.18,0.21,3.29,0.00,3.12,0.17,1.16,0.39,0.50,0.04,2276.00,326.00,14.32,529.56,
0.31,2403.43,0.35,2.84,0.03,0.00,0.36,83.14,0.16,556.54,0.64,1.81,0.16,1.10,0.02,3.74,5.26,0.21,4.10,0.23,3.24,0.00,3.14,0.10,1.74,0.92,0.55,0.14,2238.00,317.00,14.16,461.05,
0.35,2388.98,0.30,3.37,0.03,0.20,0.55,247.96,50.32,574.38,7.50,1.91,0.00,1.05,0.09,10.55,43.61,41.55,7.61,2.98,41.94,32.54,6.74,2.65,20.92,18.90,1.38,0.33,2205.00,355.00,16.10,570.43,
0.44,1758.52,0.33,3.03,0.05,0.18,0.56,279.16,51.19,585.51,4.91,2.02,0.02,1.26,0.02,8.24,43.06,37.68,7.51,3.21,40.59,27.60,10.21,2.79,27.53,23.77,4.83,0.43,4290.00,341.00,7.95,411.76,
0.45,1785.69,0.32,3.16,0.05,0.20,0.54,266.97,52.86,585.09,4.47,1.83,0.00,1.06,0.09,7.45,47.15,41.79,7.72,3.33,40.74,31.80,6.17,2.77,20.45,18.26,1.40,0.56,8426.00,1492.00,17.71,677.57,
0.44,1772.81,0.32,3.08,0.05,0.19,0.58,277.20,53.78,589.73,4.91,1.95,0.00,1.17,0.05,8.07,99.91,63.62,20.36,18.99,48.99,31.74,6.35,10.90,28.48,18.28,1.35,8.09,4269.00,353.00,8.27,406.60,
0.45,1702.18,0.30,3.33,0.05,0.18,0.59,280.08,50.90,589.76,4.35,1.81,0.02,0.98,0.07,7.23,43.98,42.76,7.68,2.97,42.59,33.59,6.29,2.70,20.79,19.25,1.28,0.27,365077.00,211351.00,57.89,475.04,
0.33,2918.79,0.26,3.82,0.05,0.19,0.58,281.86,53.35,581.83,4.49,1.87,0.02,1.27,0.05,7.70,43.42,42.61,7.62,3.04,46.71,36.69,7.39,2.63,21.44,22.28,1.47,0.41,476313.00,228197.00,47.91,566.54,
0.33,2967.61,0.26,3.89,0.05,0.18,0.56,258.28,47.53,589.69,17.28,1.91,0.36,2.11,0.04,21.69,58.41,31.53,13.79,12.24,42.35,29.98,6.38,5.99,27.29,19.06,1.31,6.25,542306.00,205602.00,37.91,588.66,
0.49,1472.69,0.35,2.84,0.05,0.21,0.57,257.57,54.07,592.65,4.75,2.02,0.02,1.22,0.05,8.05,42.47,15.09,17.39,9.86,43.53,31.88,6.44,5.22,25.32,17.96,1.46,4.65,9665.00,1036.00,10.72,388.83,
0.95,1503.14,0.44,2.28,0.07,0.23,0.32,108.61,24.98,601.16,4.20,1.82,0.02,1.24,0.09,7.38,43.27,41.24,7.70,3.18,41.60,26.83,12.01,2.75,40.51,35.09,5.36,0.43,6145.00,1035.00,16.84,423.72,
0.51,1481.94,0.34,2.91,0.05,0.19,0.57,270.11,51.16,592.10,4.84,2.04,0.00,1.06,0.09,8.03,45.29,40.76,7.77,3.26,41.81,32.37,6.68,2.75,21.23,18.41,1.25,0.51,4235.00,332.00,7.84,345.89,
0.57,1496.47,0.29,3.43,0.05,0.25,0.36,194.62,49.24,667.08,4.89,2.18,0.02,1.27,0.09,8.45,47.81,42.34,8.09,3.30,41.23,31.75,6.67,2.81,20.12,17.78,1.78,0.49,4275.00,353.00,8.26,594.42,
0.48,1486.14,0.36,2.81,0.05,0.22,0.54,246.01,53.84,590.84,4.21,1.85,0.02,1.30,0.07,7.45,42.71,40.89,7.77,3.12,40.63,31.60,6.37,2.66,20.15,17.62,1.44,0.47,15806.00,1546.00,9.78,566.70,
0.49,1476.73,0.35,2.83,0.05,0.20,0.54,266.73,52.07,577.80,4.26,1.87,0.00,0.93,0.05,7.11,45.66,40.80,7.81,3.34,53.58,43.26,7.53,2.79,54.46,51.53,2.69,0.55,8371.00,1412.00,16.87,389.56,
0.86,1464.07,0.48,2.10,0.06,0.22,0.53,243.81,52.55,576.76,4.29,1.81,0.02,1.15,0.07,7.34,43.27,40.96,7.74,2.88,54.89,33.32,19.07,2.50,59.16,48.55,11.14,0.39,33634.00,8814.00,26.21,496.51,
0.50,1485.82,0.35,2.88,0.05,0.19,0.57,271.91,50.42,577.23,4.54,1.95,0.00,1.19,0.11,7.80,43.56,41.90,7.86,2.96,41.26,32.11,6.63,2.52,20.90,18.12,1.36,0.45,9131.00,739.00,8.09,431.47,
0.49,1473.44,0.35,2.89,0.06,0.20,0.54,265.72,52.71,580.69,4.31,1.86,0.02,1.12,0.05,7.36,44.14,42.48,7.78,3.00,38.53,29.98,5.92,2.63,21.19,15.00,1.51,0.37,4240.00,345.00,8.14,346.83,
0.57,2907.99,0.14,6.94,0.07,0.19,0.58,283.29,54.06,595.75,4.40,1.83,0.00,1.47,0.16,7.87,45.12,43.86,7.93,3.30,42.75,33.63,6.28,2.84,21.13,19.24,1.26,0.47,480592.00,226182.00,47.06,609.70,
0.33,2964.70,0.25,3.95,0.05,0.18,0.58,279.10,51.52,582.30,4.22,1.83,0.02,0.94,0.05,7.06,43.77,37.75,7.41,2.96,41.63,32.69,6.45,2.50,17.55,15.58,1.31,0.46,531943.00,202246.00,38.02,568.65,
0.48,1468.52,0.36,2.80,0.05,0.18,0.58,338.42,61.27,581.74,18.40,1.94,0.03,0.70,0.11,21.19,47.62,42.51,8.15,3.16,37.98,28.74,6.61,2.63,21.28,18.65,1.40,0.52,13388.00,1937.00,14.47,400.12,
0.49,1479.21,0.35,2.87,0.05,0.19,0.58,281.32,52.89,589.66,4.22,1.81,0.02,0.99,0.09,7.13,47.28,42.78,7.49,3.25,37.87,28.80,6.28,2.79,21.95,18.87,1.40,0.46,5333.00,1324.00,24.83,408.76,
0.45,1508.24,0.40,2.51,0.03,0.19,0.58,281.03,54.35,588.65,4.59,1.83,0.00,1.22,0.07,7.71,42.74,41.00,7.56,2.90,42.35,33.21,6.58,2.55,22.37,19.13,1.33,0.35,5470.00,1630.00,29.80,348.23,
1.26,1342.07,0.56,1.78,0.05,0.31,0.54,298.00,93.61,583.99,8.21,1.76,0.02,2.00,0.18,12.17,66.17,38.57,15.72,14.94,42.63,28.60,6.37,7.67,27.33,17.97,1.39,7.27,20666.00,2534.00,12.26,374.04,
0.49,1477.76,0.34,2.98,0.05,0.19,0.57,276.39,52.01,599.26,9.36,0.75,4.38,0.23,0.10,14.82,16.96,0.21,12.33,4.42,10.56,0.19,7.74,2.63,5.82,0.01,4.02,1.79,4220.00,333.00,7.89,347.94,
99.98,3723.84,0.64,1.55,0.00,0.36,0.00,0.71,0.26,401.23,7.81,2.93,0.82,0.11,0.03,11.71,14.81,0.15,11.15,3.51,9.26,0.15,7.36,1.75,5.94,0.00,4.17,1.76,380002.00,184703.00,48.61,545.68,
100.01,3723.87,0.79,1.26,0.00,0.30,0.03,10.65,3.21,412.69,15.06,3.09,0.35,3.44,0.20,22.15,28.42,16.37,9.43,2.63,8.42,0.20,6.25,1.97,18.22,14.50,2.63,0.66,476790.00,211575.00,44.37,472.52,
2.58,1504.49,0.28,3.62,0.01,0.20,0.20,87.87,17.73,519.62,0.64,1.86,0.00,1.03,0.05,3.59,5.96,1.05,4.06,0.04,3.17,0.07,3.10,0.00,1.82,0.93,0.51,0.04,4381.00,1256.00,28.67,464.49,
0.41,1488.69,0.41,2.42,0.03,0.06,0.39,98.34,6.37,556.38,16.19,2.07,0.04,2.03,0.19,20.52,4.99,0.16,4.08,0.02,12.28,0.96,11.30,0.02,31.77,26.62,5.14,0.00,13833.00,2239.00,16.19,340.99,
0.64,1501.89,0.76,1.32,0.03,0.32,0.56,408.88,129.53,601.18,27.24,2.71,0.01,3.24,0.10,33.30,155.46,96.27,31.95,30.63,111.57,69.10,23.51,18.97,62.21,42.43,8.10,11.66,8719.00,1521.00,17.44,490.57,
0.77,1498.46,0.59,1.71,0.06,0.29,0.58,525.70,152.42,648.71,26.71,2.53,0.03,3.14,0.04,32.44,156.29,96.04,31.80,32.08,111.96,69.57,23.43,18.96,63.55,42.18,8.23,13.12,15471.00,1225.00,7.92,427.69,
0.96,1499.00,0.58,1.72,0.05,0.29,0.58,509.41,146.02,611.61,26.99,2.59,0.01,3.05,0.03,32.67,184.49,149.07,23.75,16.81,104.02,68.95,23.02,12.05,55.65,42.93,7.94,4.76,14044.00,1314.00,9.36,493.20,
0.81,1498.68,0.57,1.77,0.05,0.28,0.59,527.43,146.68,613.09,29.95,0.95,0.00,1.87,0.03,32.81,184.95,151.32,23.27,15.97,121.84,91.51,18.53,11.79,76.84,67.45,5.18,4.18,16839.00,2049.00,12.17,527.26,
1.06,1498.94,0.55,1.80,0.05,0.30,0.57,503.42,149.94,609.62,25.96,2.47,0.03,3.12,0.06,31.62,157.61,95.84,31.72,33.46,114.83,70.89,23.60,20.34,63.41,41.82,8.45,13.12,29777.00,1707.00,5.73,345.83,
0.84,1498.44,0.53,1.90,0.08,0.30,0.58,512.57,151.93,618.84,27.73,2.05,0.01,2.62,0.04,32.46,159.67,96.93,32.10,34.11,114.61,70.73,23.14,20.74,64.61,42.74,8.49,13.37,19144.00,1785.00,9.32,445.42,
0.95,1499.08,0.63,1.60,0.05,0.30,0.57,507.06,150.69,621.15,26.60,2.56,0.10,2.98,0.11,32.35,163.31,105.00,31.31,30.00,124.86,88.11,18.62,18.13,71.56,54.13,5.55,11.88,11198.00,877.00,7.83,416.78,
0.99,1498.81,0.60,1.67,0.06,0.28,0.56,462.41,129.84,584.21,22.98,0.60,0.05,0.51,0.02,24.16,159.95,97.52,32.13,33.82,131.26,92.57,18.44,20.25,86.43,67.33,5.51,13.57,17062.00,1759.00,10.31,598.81,
0.99,1454.33,0.60,1.66,0.05,0.30,0.35,300.72,90.39,590.39,26.22,2.40,0.14,3.22,0.08,32.06,156.32,96.84,31.73,31.13,144.23,102.92,22.33,18.98,80.46,62.28,6.01,12.15,11347.00,1117.00,9.84,436.99,
0.90,1498.65,0.63,1.58,0.05,0.30,0.56,468.49,142.65,643.19,22.86,0.87,0.02,0.41,0.05,24.21,155.17,96.64,31.63,30.23,110.09,68.14,23.06,18.89,61.11,42.01,7.71,11.34,23868.00,1428.00,5.98,368.02,
1.03,1498.90,0.74,1.36,0.04,0.30,0.54,485.89,145.71,606.43,21.84,0.80,0.03,0.48,0.05,23.20,186.37,150.18,23.87,17.54,103.85,67.93,23.12,12.80,53.71,41.16,7.79,4.74,19248.00,1161.00,6.03,444.59,
