Core-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCX-3,,,,
Utilization (%),Eff Freq,IPC (Sys + User),CPI (Sys + User),Branch Misprediction Ratio,IC (32B) Fetch Miss Ratio,Op Cache (64B) Fetch Miss Ratio,IC Access (pti),IC Miss (pti),DC Access (pti),DC Fills From Same CCX (pti),DC Fills From different CCX in same node (pti),DC Fills From Local Memory (pti),DC Fills From Remote CCX Cache (pti),DC Fills From Remote Memory (pti),All DC Fills (pti),L2 Access (pti),L2 Access from IC Miss (pti),L2 Access from DC Miss (pti),L2 Access from HWPF (pti),L2 Miss (pti),L2 Miss from IC Miss (pti),L2 Miss from DC Miss (pti),L2 Miss from HWPF (pti),L2 Hit (pti),L2 Hit from IC Miss (pti),L2 Hit from DC Miss (pti),L2 Hit from HWPF (pti),L3 Access,L3 Miss,L3 Miss %,Ave L3 Miss Latency,
0.53,2978.37,0.52,1.94,0.05,0.28,0.57,519.70,147.10,625.13,26.56,2.19,0.18,3.10,0.12,32.16,154.02,94.94,31.36,30.96,109.41,67.84,22.93,18.64,60.76,40.25,8.15,12.33,437222.00,203437.00,46.53,563.56,
0.41,2976.97,0.71,1.42,0.05,0.28,0.57,504.40,142.91,620.28,26.40,2.57,0.03,3.15,0.07,32.21,156.30,94.87,31.59,32.91,111.20,68.08,23.43,19.68,62.35,41.03,8.08,13.23,251245.00,104394.00,41.55,622.14,
0.99,1498.75,0.59,1.70,0.05,0.30,0.56,496.97,147.46,611.50,26.27,2.55,0.12,3.12,0.06,32.11,156.76,96.26,31.81,32.17,112.26,69.37,23.22,19.68,62.88,42.16,8.21,12.49,7512.00,487.00,6.48,691.57,
0.77,1499.07,0.72,1.38,0.04,0.28,0.61,509.11,143.42,596.82,29.41,0.98,0.04,2.08,0.03,32.53,154.50,96.60,31.68,29.74,90.03,51.79,19.90,18.34,56.98,37.36,8.22,11.40,6705.00,367.00,5.47,454.22,
1.21,1498.21,0.62,1.62,0.05,0.30,0.54,449.33,134.37,576.17,22.30,0.58,0.09,0.42,0.07,23.45,154.52,96.54,31.27,29.91,104.49,62.14,23.74,18.61,51.93,32.74,7.83,11.30,22260.00,2498.00,11.22,401.66,
0.92,1498.91,0.62,1.61,0.05,0.31,0.24,194.99,60.05,552.55,26.24,2.43,0.17,3.15,0.10,32.09,158.34,97.56,32.17,32.16,112.03,69.01,23.35,19.67,62.83,42.44,7.89,12.49,11550.00,933.00,8.08,340.25,
0.81,1498.58,0.57,1.75,0.05,0.30,0.58,515.32,153.70,616.91,26.27,2.62,0.06,3.28,0.06,32.28,155.71,95.35,31.58,31.94,112.24,69.29,23.54,19.41,62.88,42.69,7.63,12.53,10038.00,429.00,4.27,485.29,
0.83,1498.44,0.70,1.43,0.05,0.29,0.58,483.74,141.24,643.19,26.39,2.77,0.03,3.36,0.06,32.61,162.56,130.99,22.97,15.10,102.68,67.51,24.23,10.94,43.81,31.51,8.09,4.16,11638.00,882.00,7.58,409.75,
0.98,1499.02,0.60,1.65,0.06,0.29,0.55,454.71,130.80,578.66,22.97,0.60,0.02,0.37,0.07,24.04,153.36,96.16,30.87,29.90,108.39,67.25,23.07,18.07,61.58,42.05,7.65,11.83,10254.00,821.00,8.01,290.76,
0.80,1498.82,0.70,1.42,0.05,0.29,0.58,514.31,148.36,619.80,27.03,2.40,0.03,3.46,0.04,32.96,157.97,96.59,32.30,32.46,113.73,69.92,23.64,20.17,61.98,41.62,8.05,12.29,13957.00,1473.00,10.55,295.16,
0.92,1500.31,0.58,1.72,0.06,0.30,0.57,516.95,153.58,629.11,26.70,2.23,0.15,2.98,0.04,32.10,155.75,96.80,31.57,30.68,130.05,93.02,18.33,18.69,85.29,67.79,5.49,11.99,15825.00,1777.00,11.23,385.99,
1.00,1498.61,0.72,1.39,0.05,0.30,0.57,512.12,151.96,631.58,26.56,2.55,0.05,3.54,0.20,32.89,164.94,132.85,23.00,16.07,126.65,95.82,19.27,11.56,61.90,51.63,5.74,4.51,18445.00,1052.00,5.70,361.00,
1.26,1319.03,0.63,1.59,0.05,0.24,0.39,201.68,47.99,617.95,17.09,2.72,0.04,3.65,0.10,23.61,46.56,41.58,7.49,3.43,41.71,32.27,6.74,2.71,20.96,17.97,1.44,0.72,9780.00,1007.00,10.30,329.68,
0.49,1472.25,0.36,2.81,0.05,0.24,0.22,157.41,37.57,590.83,4.32,1.87,0.00,0.88,0.07,7.14,45.57,40.37,7.48,3.18,42.28,32.84,6.65,2.79,21.91,18.81,1.41,0.39,4234.00,348.00,8.22,341.98,
0.55,1481.50,0.31,3.22,0.05,0.22,0.54,242.52,52.16,589.21,4.38,1.85,0.02,1.20,0.07,7.53,43.48,41.74,7.68,3.30,41.78,32.19,6.76,2.83,20.45,17.81,1.62,0.47,4308.00,362.00,8.40,362.11,
0.48,1477.65,0.35,2.84,0.05,0.20,0.56,255.11,51.66,588.77,4.75,1.88,0.00,1.00,0.05,7.66,46.26,41.24,7.91,3.50,40.38,31.09,6.44,2.85,20.07,17.50,1.34,0.64,4217.00,334.00,7.92,224.00,
0.49,1480.76,0.35,2.84,0.05,0.21,0.57,257.21,53.73,594.70,4.70,1.85,0.00,1.13,0.09,7.78,45.06,40.53,7.85,3.12,40.22,30.97,6.67,2.58,20.15,17.89,1.44,0.55,8454.00,872.00,10.31,427.84,
0.48,1489.88,0.34,2.92,0.05,0.19,0.58,275.72,51.92,593.32,4.72,1.85,0.00,1.25,0.00,7.83,48.46,43.48,7.74,3.81,38.17,28.93,6.11,3.13,15.52,13.17,1.16,0.68,4156.00,347.00,8.35,347.89,
0.49,1475.77,0.34,2.92,0.05,0.21,0.56,250.86,51.93,598.60,4.88,2.04,0.00,1.09,0.07,8.08,49.33,44.31,7.91,3.34,42.17,32.80,6.44,2.93,20.99,18.40,1.27,0.41,4268.00,352.00,8.25,347.08,
0.35,2886.85,0.24,4.15,0.05,0.20,0.57,257.70,52.22,593.75,5.26,1.99,0.00,1.18,0.07,8.50,47.08,42.61,7.62,3.01,37.82,29.03,6.18,2.62,19.63,14.28,1.27,0.39,368976.00,171775.00,46.55,590.23,
0.33,2968.17,0.26,3.84,0.05,0.19,0.57,272.34,51.60,586.06,4.74,1.92,0.00,1.13,0.00,7.80,45.88,41.70,7.66,2.99,45.85,26.27,16.98,2.60,20.78,21.39,1.42,0.39,410427.00,201295.00,49.05,471.32,
0.48,1478.00,0.36,2.80,0.05,0.22,0.53,240.86,52.37,591.30,17.77,2.69,0.18,0.77,0.08,21.50,53.40,29.61,14.56,3.15,40.58,30.25,8.76,1.57,46.97,43.58,2.83,1.57,7112.00,1438.00,20.22,383.98,
0.56,1311.14,0.35,2.84,0.05,0.20,0.56,253.78,51.75,589.09,4.91,2.01,0.00,1.25,0.07,8.24,46.53,41.80,7.93,3.30,40.54,31.32,6.53,2.69,20.12,17.32,1.46,0.61,4209.00,340.00,8.08,347.02,
0.49,1473.03,0.34,2.96,0.05,0.18,0.57,275.82,50.03,581.60,4.61,1.87,0.00,1.02,0.05,7.55,90.59,50.51,15.29,14.46,45.01,31.18,6.45,7.37,27.23,18.11,1.43,7.08,4236.00,356.00,8.40,340.67,
3.80,1493.77,0.14,7.20,0.03,0.25,0.35,175.92,43.75,645.72,4.31,1.86,0.02,1.08,0.05,7.32,95.25,54.60,21.03,19.57,50.64,31.91,6.70,12.03,29.08,19.64,1.45,7.54,24418.00,2653.00,10.86,435.16,
0.50,1480.25,0.34,2.92,0.05,0.19,0.58,279.61,52.63,594.25,4.66,1.84,0.00,1.15,0.02,7.66,28.14,23.87,8.39,3.00,40.75,32.02,6.35,2.38,20.76,18.49,1.49,0.62,4289.00,345.00,8.04,343.38,
0.45,1507.30,0.37,2.70,0.03,0.21,0.55,247.67,52.36,581.62,4.75,1.86,0.00,1.06,0.07,7.73,43.22,36.41,8.03,3.48,37.98,28.63,6.43,2.92,22.56,19.49,1.44,0.56,7793.00,1013.00,13.00,396.98,
0.50,1470.48,0.34,2.93,0.05,0.19,0.59,281.04,53.01,591.56,5.00,1.95,0.00,1.17,0.07,8.19,47.18,43.02,7.74,3.17,38.32,29.50,6.15,2.67,20.44,18.03,1.58,0.50,4198.00,337.00,8.03,335.00,
0.50,1490.90,0.34,2.91,0.05,0.06,0.50,148.05,9.13,583.45,3.70,1.90,0.12,0.97,0.07,6.76,48.17,42.56,8.18,4.10,12.20,0.65,8.13,3.42,5.30,0.35,4.27,0.68,4417.00,382.00,8.65,348.77,
100.02,3723.85,0.59,1.69,0.00,0.37,0.00,0.60,0.22,401.08,8.28,2.51,1.40,0.09,0.06,12.34,17.13,0.17,12.12,4.84,10.18,0.15,7.15,2.89,5.91,0.00,3.95,1.95,343193.00,161093.00,46.94,659.07,
99.92,3725.90,0.79,1.27,0.00,0.38,0.00,0.44,0.16,398.47,9.06,3.14,0.32,0.15,0.04,12.71,66.37,34.76,19.30,12.41,25.57,2.46,14.56,8.56,37.35,27.94,5.44,3.85,489407.00,223614.00,45.69,480.20,
1.11,1510.29,0.36,2.74,0.02,0.26,0.30,105.59,27.44,526.31,0.83,1.88,0.00,1.01,0.02,3.74,5.38,0.45,4.14,0.14,3.62,0.71,2.87,0.04,2.00,0.76,0.62,0.10,16111.00,1788.00,11.10,713.24,
0.43,1504.68,0.41,2.44,0.02,0.08,0.39,99.68,8.28,563.96,0.02,1.86,0.00,1.03,0.02,2.94,52.92,20.15,18.33,10.37,10.19,0.00,3.10,7.09,4.81,0.73,0.53,3.28,15476.00,1087.00,7.02,310.15,
0.51,1476.27,0.34,2.95,0.05,0.19,0.57,277.93,51.71,587.91,4.79,1.83,0.00,1.08,0.02,7.73,46.91,42.56,7.76,3.46,37.54,28.26,6.38,2.90,21.19,18.97,1.19,0.56,8115.00,1475.00,18.18,661.22,
0.50,1475.46,0.34,2.98,0.05,0.20,0.58,251.39,50.03,593.01,4.35,1.76,0.02,1.15,0.02,7.31,43.47,41.44,7.86,3.37,41.28,31.90,6.54,2.84,20.36,17.82,1.33,0.52,10702.00,1634.00,15.27,419.83,
0.48,1491.32,0.36,2.78,0.05,0.18,0.57,273.73,49.25,582.02,4.79,1.77,0.00,1.03,0.02,7.62,47.79,43.48,8.05,3.62,41.69,32.01,6.60,3.08,22.05,18.78,1.46,0.54,10408.00,1314.00,12.62,365.82,
0.46,1483.94,0.38,2.64,0.05,0.22,0.54,244.48,53.21,586.61,4.82,1.86,0.00,0.96,0.07,7.71,121.69,102.26,17.20,8.47,53.14,34.56,11.63,6.95,28.96,23.34,4.09,1.53,7060.00,1311.00,18.57,453.52,
0.89,1500.17,0.63,1.58,0.05,0.29,0.58,509.44,146.19,622.29,26.59,2.23,0.06,3.13,0.10,32.10,154.57,96.99,31.24,29.87,110.22,68.17,23.53,18.53,60.78,41.39,8.00,11.34,20812.00,2252.00,10.82,393.43,
0.85,1702.28,0.63,1.58,0.05,0.28,0.57,497.26,140.90,617.70,26.88,2.43,0.03,2.91,0.07,32.32,157.70,96.80,31.54,32.72,130.17,92.40,17.95,19.81,84.71,66.03,5.75,12.90,309923.00,259064.00,83.59,542.18,
0.44,2482.53,0.62,1.62,0.06,0.30,0.57,503.89,152.61,613.29,26.57,2.28,0.07,3.02,0.06,32.00,160.10,97.16,32.20,34.16,114.86,70.27,23.59,21.00,63.88,42.52,8.18,13.15,12553.00,1403.00,11.18,639.55,
0.83,1499.12,0.71,1.41,0.05,0.30,0.58,510.01,154.33,606.71,27.54,2.28,0.03,2.99,0.07,32.91,183.57,150.60,23.08,15.33,105.22,70.56,23.01,11.65,54.96,43.11,8.15,3.68,9958.00,728.00,7.31,418.33,
0.72,1498.39,0.63,1.58,0.05,0.29,0.58,523.04,151.89,621.89,26.44,2.38,0.07,3.03,0.17,32.08,160.67,97.56,32.62,34.28,131.75,92.82,18.68,20.25,86.01,66.58,5.38,14.03,11550.00,1598.00,13.84,561.45,
0.91,1498.82,0.63,1.58,0.05,0.30,0.56,505.98,151.16,616.23,27.89,2.31,0.03,2.96,0.03,33.22,153.91,96.06,31.23,30.12,112.47,70.77,23.24,18.46,62.11,42.06,8.36,11.65,15558.00,1691.00,10.87,465.78,
0.90,1499.05,0.63,1.59,0.05,0.30,0.44,367.86,112.01,556.85,26.93,2.36,0.01,2.83,0.10,32.23,170.55,111.01,31.65,30.69,110.42,68.50,23.19,18.72,63.39,42.94,8.45,11.97,17136.00,1030.00,6.01,345.61,
0.89,1452.67,0.66,1.52,0.05,0.30,0.57,499.58,152.03,609.47,27.78,2.42,0.02,3.14,0.08,33.42,188.59,154.74,23.51,15.71,104.86,70.13,23.29,11.43,54.74,41.96,8.44,4.28,10116.00,803.00,7.94,302.47,
1.10,1498.21,0.62,1.62,0.05,0.30,0.56,503.57,150.11,614.17,26.07,2.38,0.19,3.18,0.04,31.86,157.72,96.64,31.62,32.85,112.51,69.56,22.99,19.96,63.96,42.66,8.40,12.89,12851.00,1343.00,10.45,355.12,
0.76,1499.57,0.61,1.63,0.05,0.29,0.57,509.13,149.91,618.55,26.84,2.49,0.01,3.00,0.06,32.40,154.07,94.94,31.50,30.96,112.12,70.00,23.13,18.99,62.25,42.04,8.23,11.97,13382.00,1398.00,10.45,446.72,
0.84,1498.19,0.70,1.44,0.05,0.30,0.57,475.06,143.48,639.10,22.84,1.10,0.02,0.59,0.18,24.74,181.70,146.95,23.44,17.00,105.20,70.12,23.01,12.07,54.88,41.66,8.25,4.92,11698.00,916.00,7.83,334.21,
0.85,1498.42,0.67,1.49,0.05,0.29,0.58,511.39,149.04,606.40,28.00,2.34,0.01,2.82,0.03,33.19,155.78,94.50,31.61,33.06,112.59,69.13,23.13,20.33,62.48,41.66,8.05,12.73,14750.00,1117.00,7.57,431.55,
0.80,1498.43,0.73,1.37,0.05,0.30,0.23,189.11,55.97,551.37,26.48,2.46,0.01,3.27,0.07,32.29,183.62,148.75,23.85,16.64,122.68,91.63,18.83,12.22,76.33,66.38,5.45,4.41,14455.00,1012.00,7.00,441.39,
0.94,1501.97,0.68,1.48,0.04,0.31,0.58,494.97,154.56,599.73,26.61,1.82,0.66,2.53,0.57,32.19,182.72,147.02,23.70,17.87,104.42,68.80,22.93,12.69,54.34,41.29,7.85,5.18,11597.00,853.00,7.36,446.01,
0.97,1499.02,0.71,1.42,0.04,0.31,0.61,541.49,168.38,626.12,27.75,2.69,0.05,3.16,0.03,33.68,188.74,153.37,23.92,16.92,101.80,65.72,23.69,12.39,44.76,31.60,8.59,4.53,12036.00,1242.00,10.32,398.15,
1.01,1491.79,0.61,1.64,0.05,0.29,0.23,191.70,55.41,553.33,25.66,2.39,0.07,3.11,0.10,31.33,153.67,96.90,31.11,29.16,111.01,70.14,23.37,17.50,61.10,41.25,8.18,11.66,25519.00,1633.00,6.40,376.82,
0.89,1476.67,0.61,1.64,0.06,0.30,0.57,504.96,151.19,617.63,30.26,1.04,0.00,1.36,0.04,32.70,158.10,95.78,32.00,33.69,113.68,70.54,23.06,20.08,64.41,42.35,8.43,13.61,15929.00,1223.00,7.68,351.47,
0.78,1498.28,0.59,1.69,0.05,0.29,0.58,513.49,147.24,622.51,27.48,2.32,0.03,3.20,0.10,33.13,160.39,96.41,32.51,34.60,115.24,70.90,23.22,21.12,64.81,42.66,8.65,13.48,11653.00,831.00,7.13,436.36,
0.88,1501.69,0.59,1.69,0.06,0.30,0.57,508.50,154.60,621.58,26.77,2.35,0.06,3.03,0.08,32.30,158.32,95.96,32.03,33.56,108.42,64.34,23.61,20.47,53.33,31.23,8.98,13.10,16490.00,1129.00,6.85,404.41,
0.94,1498.65,0.61,1.63,0.05,0.30,0.36,310.80,93.95,601.02,27.00,2.10,0.03,3.14,0.07,32.34,156.27,97.68,31.69,30.19,111.39,69.59,23.55,18.26,62.45,42.71,7.79,11.93,11747.00,919.00,7.82,402.04,
0.81,1498.23,0.57,1.75,0.06,0.30,0.35,300.47,88.65,596.07,26.80,2.50,0.03,2.97,0.15,32.45,158.22,95.96,31.51,34.02,111.69,67.71,23.18,20.80,63.67,42.05,8.33,13.22,18499.00,2860.00,15.46,645.75,
1.19,1487.54,0.59,1.70,0.05,0.29,0.59,519.36,150.54,599.73,30.16,0.42,0.00,1.19,0.18,31.95,153.73,94.83,31.32,30.86,113.41,71.00,23.65,18.76,63.55,43.00,8.42,12.10,14328.00,949.00,6.62,447.48,
0.85,1498.92,0.62,1.63,0.05,0.30,0.43,341.17,102.24,692.22,22.92,0.67,0.23,0.46,0.07,24.35,184.21,148.73,24.12,17.25,124.22,92.75,18.92,12.54,76.67,66.39,5.54,4.71,9959.00,447.00,4.49,274.48,
0.82,1498.64,0.60,1.67,0.05,0.30,0.57,508.27,153.28,614.52,26.47,2.43,0.04,2.95,0.03,31.91,157.76,95.82,32.00,33.01,114.53,70.58,23.49,20.46,62.94,42.01,8.37,12.55,11692.00,939.00,8.03,342.26,
0.90,1498.83,0.63,1.58,0.05,0.30,0.39,306.44,92.15,639.06,24.88,2.58,0.03,3.15,0.12,30.76,157.43,102.44,29.51,29.20,113.31,73.62,21.81,17.89,65.03,45.59,8.09,11.31,17261.00,956.00,5.54,401.19,
1.00,1498.41,0.65,1.54,0.05,0.30,0.65,567.94,171.59,656.74,24.31,2.42,0.21,3.50,0.09,30.53,188.88,167.86,18.96,10.61,100.55,71.95,20.25,8.36,51.38,42.51,6.60,2.25,11108.00,929.00,8.36,336.05,
0.91,1498.54,0.60,1.67,0.05,0.30,0.64,562.33,170.54,656.11,24.60,2.56,0.04,3.14,0.10,30.46,155.96,102.24,29.20,28.41,109.32,70.07,21.96,17.29,63.59,45.01,7.45,11.13,11274.00,864.00,7.66,450.04,
0.85,1497.95,0.60,1.67,0.06,0.30,0.64,563.04,169.21,661.14,18.36,0.47,0.00,0.37,0.13,19.32,193.38,169.72,19.09,10.42,102.69,72.66,21.79,8.24,55.10,45.23,7.66,2.18,16393.00,1531.00,9.34,363.74,
0.83,1498.45,0.66,1.51,0.05,0.29,0.63,546.37,159.09,697.26,26.50,0.95,0.03,2.04,0.07,29.59,155.81,102.31,29.39,27.79,109.90,71.21,21.64,17.05,61.18,43.11,7.29,10.74,9458.00,437.00,4.62,345.85,
0.85,1498.72,0.64,1.55,0.05,0.29,0.27,221.99,64.39,579.37,24.20,2.84,0.07,3.17,0.15,30.43,139.37,85.81,30.14,27.89,135.89,104.11,15.12,16.66,88.14,72.56,4.33,11.23,34355.00,1888.00,5.50,1101.05,
0.60,1505.80,0.67,1.49,0.05,0.30,0.64,563.89,171.82,655.46,24.17,2.70,0.09,3.28,0.09,30.32,143.86,87.25,30.40,30.54,138.74,105.40,14.96,18.39,91.98,75.33,4.47,12.15,11757.00,1577.00,13.41,608.20,
0.87,1498.48,0.63,1.59,0.05,0.30,0.37,309.19,92.93,604.77,23.99,2.57,0.01,3.11,0.10,29.78,155.55,102.43,29.15,27.74,109.86,70.87,21.46,17.52,62.96,45.19,7.48,10.22,22277.00,2156.00,9.68,470.32,
0.72,1503.01,0.59,1.68,0.05,0.30,0.62,509.63,154.59,663.04,28.83,0.73,0.04,1.21,0.09,30.91,156.11,102.45,29.52,27.73,110.17,71.09,21.99,17.08,63.89,45.94,7.29,10.65,15140.00,1360.00,8.98,565.47,
0.87,1498.72,0.65,1.54,0.05,0.30,0.36,240.14,73.02,688.32,24.67,2.58,0.07,3.00,0.06,30.38,155.41,102.11,29.26,27.57,109.99,72.01,21.97,16.02,64.15,44.72,7.87,11.55,27441.00,1384.00,5.04,491.02,
0.82,1498.57,0.71,1.41,0.05,0.31,0.64,547.84,167.44,651.51,24.24,2.53,0.10,3.25,0.06,30.19,156.74,101.49,29.59,29.18,72.35,43.13,11.57,17.64,42.45,22.42,8.49,11.54,11014.00,877.00,7.96,331.36,
5.47,1500.13,0.60,1.67,0.04,0.30,0.69,828.28,245.63,790.69,30.87,2.22,0.14,2.76,0.22,36.21,253.57,192.79,34.90,28.53,189.51,141.48,28.38,19.65,76.80,60.27,7.62,8.89,44505.00,10580.00,23.77,353.58,
1.02,1498.97,0.67,1.48,0.05,0.30,0.53,550.49,165.41,660.83,23.83,2.71,0.18,3.13,0.18,30.02,183.37,148.88,23.26,16.42,103.83,69.05,23.22,11.55,54.38,42.07,7.43,4.87,15584.00,1049.00,6.73,406.02,
0.75,1498.33,0.59,1.68,0.05,0.29,0.54,443.33,130.74,576.23,22.11,0.72,0.05,0.48,0.08,23.45,152.98,94.43,31.06,30.64,110.12,67.82,23.46,18.84,60.60,41.30,7.48,11.80,11811.00,934.00,7.91,317.07,
1.24,1442.26,0.73,1.37,0.04,0.31,0.56,506.23,157.88,608.55,26.09,2.56,0.03,2.98,0.08,31.74,153.61,96.95,31.04,28.94,108.74,68.58,23.19,16.97,62.30,42.71,7.61,11.97,31844.00,1773.00,5.57,473.77,
0.73,1502.23,0.63,1.58,0.06,0.30,0.57,479.44,144.34,649.47,22.78,0.62,0.05,0.41,0.25,24.11,156.24,95.53,31.98,32.09,111.49,69.08,23.24,19.17,62.79,41.96,7.90,12.92,20271.00,1394.00,6.88,418.76,
0.77,1498.56,0.60,1.67,0.05,0.30,0.58,493.78,147.81,651.05,26.47,2.37,0.04,3.15,0.11,32.14,182.43,147.21,23.24,17.09,104.17,68.65,23.18,12.34,54.99,42.04,8.19,4.74,21337.00,1159.00,5.43,582.36,
0.79,1498.11,0.59,1.70,0.05,0.30,0.32,260.09,77.29,573.47,27.21,2.10,0.08,2.85,0.03,32.28,159.88,98.02,32.11,34.47,132.42,93.20,18.28,20.94,85.03,65.85,5.63,13.53,15547.00,1197.00,7.70,394.70,
0.91,1498.62,0.62,1.60,0.05,0.29,0.57,502.39,145.04,653.28,27.09,2.42,0.03,3.08,0.07,32.68,157.73,96.14,31.78,33.33,112.12,69.05,22.98,20.10,63.47,41.80,8.40,13.23,19288.00,1039.00,5.39,640.30,
0.77,1499.59,0.59,1.69,0.05,0.30,0.57,504.00,152.73,616.47,26.12,2.37,0.10,3.17,0.11,31.87,151.75,96.05,30.83,28.35,111.53,70.59,23.44,17.50,60.48,41.22,8.41,10.84,11512.00,852.00,7.40,422.03,
0.81,1498.92,0.74,1.36,0.05,0.29,0.58,511.23,145.78,608.66,30.38,1.79,0.02,3.21,0.08,35.47,81.52,40.67,24.52,22.73,68.35,40.88,15.30,12.16,56.91,40.48,7.22,10.57,22502.00,1469.00,6.53,415.61,
1.00,1340.85,0.76,1.32,0.04,0.31,0.58,483.19,149.29,596.54,26.11,2.44,0.12,2.84,0.28,31.79,150.80,96.27,30.90,27.09,108.25,68.54,23.12,16.59,59.78,41.48,7.79,10.49,11700.00,897.00,7.67,335.11,
0.95,1498.40,0.59,1.70,0.04,0.30,0.58,490.46,148.85,602.31,27.04,2.30,0.03,2.91,0.08,32.36,155.25,95.77,31.26,31.42,111.27,69.66,22.75,18.86,62.49,41.69,8.20,12.55,10570.00,625.00,5.91,1142.93,
0.98,1499.19,0.65,1.53,0.04,0.31,0.58,485.72,149.88,601.92,27.16,2.20,0.14,2.70,0.10,32.30,154.98,96.32,31.24,30.69,111.59,69.43,23.72,18.43,62.26,42.04,7.95,12.26,11623.00,584.00,5.02,425.67,
1.13,1499.48,0.47,2.13,0.04,0.31,0.59,492.63,150.49,601.01,26.40,2.78,0.04,3.36,0.09,32.66,166.89,134.41,22.92,16.90,122.36,92.22,17.85,12.28,86.18,75.63,5.91,4.62,10560.00,422.00,4.00,381.49,
0.92,1498.99,0.70,1.43,0.05,0.29,0.60,491.44,144.34,597.54,26.79,2.44,0.10,2.97,0.06,32.35,156.74,96.48,31.87,31.92,112.16,69.47,23.49,19.20,63.02,42.35,7.94,12.72,28879.00,2235.00,7.74,823.27,
0.78,1499.05,0.70,1.42,0.04,0.29,0.60,497.11,145.16,602.73,22.42,0.69,0.23,0.39,0.05,23.78,156.10,96.70,31.65,31.26,110.46,68.39,23.18,18.89,62.05,41.97,7.68,12.37,11385.00,535.00,4.70,1258.11,
0.94,1498.99,0.72,1.39,0.04,0.29,0.60,497.63,146.70,603.63,27.14,2.36,0.03,2.78,0.08,32.39,183.29,148.27,23.38,17.04,105.07,69.21,23.66,12.20,54.32,41.56,7.87,4.84,35458.00,1808.00,5.10,1091.09,
0.73,1499.39,0.63,1.58,0.05,0.29,0.43,350.88,103.29,665.12,23.93,2.82,0.02,3.36,0.07,30.20,187.52,164.97,18.28,10.04,102.53,72.66,21.39,8.48,53.61,44.02,8.02,1.56,15799.00,1003.00,6.35,391.86,
0.89,1498.27,0.59,1.70,0.06,0.29,0.65,560.46,162.24,652.52,23.89,2.43,0.06,3.09,0.10,29.57,154.74,99.85,29.35,29.23,111.50,72.18,21.75,17.57,63.65,43.94,8.03,11.67,21663.00,1555.00,7.18,681.26,
1.02,1498.93,0.55,1.82,0.05,0.31,0.63,542.97,166.93,652.03,24.75,2.29,0.00,2.99,0.19,30.23,190.93,168.48,19.02,10.80,101.35,71.05,21.86,8.43,54.12,44.37,7.37,2.37,24693.00,1320.00,5.35,645.88,
0.94,1498.97,0.59,1.71,0.05,0.31,0.61,536.74,164.46,709.31,17.61,0.75,0.05,0.57,0.08,19.07,151.12,95.30,29.13,30.07,110.15,69.54,22.23,18.38,53.28,33.29,8.29,11.69,33372.00,1616.00,4.84,450.47,
0.87,1498.28,0.64,1.56,0.05,0.31,0.62,504.31,155.74,671.63,29.51,0.69,0.03,0.81,0.06,31.11,189.19,166.33,18.70,10.55,102.49,72.60,21.57,8.32,55.06,44.85,7.97,2.23,11240.00,905.00,8.05,343.05,
1.13,1499.24,0.74,1.36,0.04,0.29,0.65,560.43,161.05,651.20,23.92,2.55,0.04,3.33,0.06,29.90,160.02,103.47,29.91,30.39,110.27,70.29,21.41,18.57,64.21,44.97,7.41,11.82,31306.00,1264.00,4.04,830.23,
1.05,1498.37,0.63,1.58,0.05,0.30,0.64,545.64,165.11,642.85,27.40,0.67,0.10,1.63,0.10,29.90,159.09,101.71,29.77,31.31,110.39,70.67,21.23,18.49,64.78,44.42,7.53,12.82,17556.00,1957.00,11.15,435.39,
0.62,1498.07,0.69,1.44,0.05,0.30,0.48,357.34,108.48,641.50,24.95,2.64,0.02,3.23,0.05,30.88,140.41,87.68,28.96,28.00,133.99,102.23,14.45,17.31,87.93,72.89,4.33,10.68,31812.00,1766.00,5.55,376.19,
0.38,2980.90,0.66,1.52,0.05,0.29,0.64,549.06,158.42,657.76,24.42,2.76,0.07,3.48,0.07,30.79,186.41,162.97,18.37,10.83,101.02,70.90,21.44,8.67,53.75,43.85,7.72,2.16,569844.00,230476.00,40.45,517.46,
0.81,1501.72,0.75,1.34,0.05,0.29,0.45,347.38,101.41,656.73,25.78,2.14,0.01,2.54,0.07,30.55,152.13,97.41,29.09,28.79,135.10,102.01,15.67,17.43,92.86,76.93,4.55,11.36,14940.00,2126.00,14.23,435.47,
0.68,1498.63,0.66,1.53,0.05,0.30,0.61,497.36,151.61,668.54,23.93,2.68,0.01,3.32,0.07,30.02,159.47,102.82,29.73,30.68,113.77,73.45,21.44,18.87,65.11,44.81,8.48,11.81,11653.00,1678.00,14.40,394.69,
0.71,1498.66,0.61,1.64,0.06,0.30,0.65,557.14,168.96,646.53,17.49,0.50,0.00,0.39,0.13,18.51,187.80,163.26,18.99,11.96,97.11,66.20,21.63,9.28,43.79,33.27,7.84,2.68,7870.00,969.00,12.31,579.05,
0.89,1499.38,0.62,1.61,0.05,0.31,0.60,512.81,158.09,669.61,23.95,2.82,0.03,3.31,0.02,30.13,186.18,164.11,18.23,9.99,99.89,69.74,21.80,8.36,53.85,44.87,7.29,1.63,32979.00,4781.00,14.50,520.71,
